ID	TARGET_D	GiftCnt36	GiftCntAll	GiftCntCardAll	GiftAvgLast	GiftAvg36	GiftAvgAll	GiftTimeLast	GiftTimeFirst	DemAge	DemGender	DemHomeOwner	DemMedHomeValue	DemPctVeterans	DemMedIncome
00108150	20,00	2	5	2	20,00	20,00	15,20	18	67	34	F	H	96000,00	34	52001,00
00064212	20,00	3	3	1	17,00	15,67	15,67	22	32	71	F	H	50200,00	45	45235,00
00064224	20,00	3	6	5	15,00	11,67	12,83	20	76	59	F	H	86600,00	12	45235,00
00107321	20,00	3	26	14	20,00	11,67	3,27	16	125	45	M	H	49000,00	25	48707,00
00107264	20,00	2	2	0	16,00	13,00	13,00	20	30	45	M	H	61200,00	45	52446,00
00124395	20,00	2	18	9	20,00	15,00	8,89	20	88	78	M	U	83800,00	35	44618,00
00064058	20,00	2	3	2	15,00	12,50	10,00	21	45	41	F	H	90400,00	31	53270,00
00129766	20,00	2	7	4	19,00	18,00	15,29	21	56	45	M	H	96000,00	24	85577,00
00037852	20,00	4	6	3	20,00	12,50	10,50	17	45	37	M	H	87900,00	13	35498,00
00166508	20,00	2	3	1	20,00	15,50	13,67	17	50	52	M	H	290100,00	12	117618,00
00106508	20,00	4	4	2	13,00	12,00	12,00	18	33	83	F	H	44000,00	27	41216,00
00113812	20,00	7	34	21	5,00	3,57	3,37	17	117	75	F	H	0,00	0	0,00
00106190	20,00	1	13	9	10,00	10,00	7,31	26	130	69	M	H	40400,00	32	35625,00
00095951	20,00	1	13	6	15,00	15,00	8,08	22	64	49	F	H	34700,00	48	48341,00
00105815	20,00	5	5	3	20,00	14,80	14,80	18	35	47	M	U	45200,00	21	40830,00
00105827	20,00	6	19	8	25,00	16,17	12,89	6	69	47	F	H	35100,00	38	35700,00
00105741	20,00	2	10	6	20,00	20,00	17,00	22	76	53	M	H	58100,00	34	48976,00
00181550	20,00	2	14	9	10,00	17,50	13,29	23	120	49	F	H	73500,00	42	50572,00
00053448	20,00	1	1	1	20,00	20,00	20,00	24	24	59	F	H	131800,00	46	62350,00
00006304	20,00	5	18	8	20,00	18,00	12,06	18	79	85	M	H	50000,00	29	34004,00
00000282	20,00	1	9	1	20,00	20,00	8,44	20	87	30	M	H	111700,00	27	89077,00
00020966	20,00	4	5	4	20,00	18,75	19,00	26	41	49	F	H	58800,00	32	40184,00
00062295	20,00	3	6	4	30,00	27,67	25,50	17	44	41	F	H	58100,00	28	42009,00
00149777	20,00	1	1	1	15,00	15,00	15,00	21	21	45	F	U	221500,00	29	33927,00
00184017	20,00	2	9	5	10,00	12,50	14,22	17	112	62	M	U	95200,00	43	46692,00
00183940	20,00	3	12	5	39,00	36,00	26,67	18	69	59	M	H	40900,00	39	41008,00
00072166	20,00	2	2	1	16,00	13,00	13,00	15	23	39	F	H	48300,00	24	53083,00
00166927	20,00	1	2	0	20,00	20,00	20,00	18	44	68	M	H	276300,00	32	76357,00
00125999	20,00	5	22	11	20,00	11,80	9,41	21	75	40	F	H	28100,00	27	32970,00
00189520	20,00	4	11	8	20,00	18,00	13,73	15	77	78	M	U	414300,00	35	91320,00
00182181	20,00	1	2	0	17,00	17,00	16,00	18	34	35	M	H	94000,00	53	56295,00
00167149	20,00	1	3	2	20,00	20,00	14,67	15	44	52	M	H	296100,00	28	78418,00
00165924	20,00	3	3	2	20,00	14,00	14,00	18	33	49	M	H	214800,00	32	68286,00
00155569	20,00	1	3	1	15,00	15,00	14,33	26	75	70	M	H	169100,00	31	45053,00
00180805	20,00	2	3	2	10,00	7,50	6,67	16	21	73	F	H	141300,00	34	53971,00
00003933	20,00	1	16	9	11,00	11,00	8,56	21	139	31	M	U	91200,00	23	0,00
00004254	20,00	2	20	8	20,00	17,50	17,10	6	109	49	M	U	173800,00	21	95596,00
00179454	20,00	3	6	2	15,00	13,33	9,50	16	67	72	F	H	93600,00	27	66949,00
00155851	20,00	1	1	1	20,00	20,00	20,00	23	23	35	F	H	97800,00	41	37053,00
00060477	20,00	1	1	1	15,00	15,00	15,00	16	16	73	M	U	61400,00	34	46893,00
00167799	20,00	2	2	2	21,00	18,00	18,00	17	24	37	F	H	229100,00	33	47365,00
00035101	20,00	4	12	8	31,00	23,25	18,00	18	115	78	M	H	143400,00	25	41343,00
00073238	20,00	2	5	2	20,00	18,00	14,40	17	69	33	M	H	134800,00	21	61206,00
00087121	20,00	1	1	1	20,00	20,00	20,00	17	17	71	F	H	47800,00	48	34410,00
00024975	20,00	1	2	0	20,00	20,00	15,00	19	30	53	F	H	54500,00	36	51462,00
00118091	20,00	1	8	4	15,00	15,00	16,13	18	74	50	M	H	49100,00	32	40871,00
00129468	20,00	1	1	1	25,00	25,00	25,00	16	16	44	F	U	71700,00	33	44427,00
00164301	20,00	1	14	9	20,00	20,00	11,64	18	126	71	U	H	136400,00	29	45368,00
00129600	20,00	1	4	3	15,00	15,00	13,00	17	82	60	F	H	59300,00	24	50213,00
00098033	20,00	1	3	1	20,00	20,00	14,67	17	56	78	F	U	15200,00	31	40402,00
00008912	20,00	1	7	1	20,00	20,00	16,86	25	57	57	F	H	74900,00	45	47713,00
00157793	20,00	3	5	2	20,00	18,33	14,00	21	52	58	M	H	211500,00	21	52792,00
00023065	20,00	1	6	3	20,00	20,00	12,83	25	111	49	F	H	81000,00	28	71568,00
00182286	20,00	1	1	1	15,00	15,00	15,00	17	17	57	M	H	69900,00	38	59959,00
00095536	20,00	1	3	1	20,00	20,00	16,67	16	23	51	F	U	88600,00	26	0,00
00032040	20,00	2	6	3	15,00	12,50	9,33	18	79	69	M	U	39700,00	27	34337,00
00022188	20,00	2	3	2	6,00	11,00	9,33	15	21	48	F	H	67900,00	0	50253,00
00087217	20,00	2	5	4	15,00	14,50	12,60	20	52	71	M	U	35000,00	32	34583,00
00173737	20,00	2	6	4	31,00	26,00	20,67	20	52	79	M	H	147300,00	20	47847,00
00120821	20,00	1	8	1	15,00	15,00	9,63	26	64	44	M	U	94600,00	30	77218,00
00090816	20,00	13	35	18	27,00	22,69	17,80	18	91	44	F	U	77700,00	31	0,00
00158980	20,00	2	7	5	20,00	20,00	17,86	18	121	35	M	H	186200,00	31	45590,00
00130840	20,00	2	20	9	14,00	13,00	8,35	18	105	79	M	U	184800,00	35	92209,00
00056407	20,00	3	17	8	20,00	19,33	10,65	15	121	70	F	U	38200,00	30	37031,00
00043013	20,00	1	5	4	20,00	20,00	12,40	19	93	75	F	U	69700,00	26	35119,00
00035908	20,00	2	2	1	20,00	15,00	15,00	18	29	47	F	H	69300,00	42	49494,00
00169371	20,00	1	1	1	25,00	25,00	25,00	23	23	81	F	H	143600,00	31	51327,00
00095800	20,00	3	5	3	16,00	13,67	10,20	21	45	87	M	H	34000,00	31	44756,00
00043226	20,00	2	2	2	20,00	15,00	15,00	22	29	75	M	H	76400,00	44	37377,00
00057119	20,00	0	11	9	18,00	0,00	10,55	25	126	76	M	H	55600,00	34	43423,00
00131452	20,00	3	7	4	20,00	16,67	11,00	17	68	46	F	H	182800,00	40	36989,00
00179735	20,00	1	1	1	20,00	20,00	20,00	21	21	66	M	U	135000,00	29	0,00
00103872	20,00	1	1	1	20,00	20,00	20,00	16	16	63	F	H	29000,00	29	32880,00
00182279	20,00	3	25	13	10,00	14,00	13,24	22	84	35	F	H	66300,00	45	37995,00
00170722	20,00	1	10	5	20,00	20,00	13,80	26	128	57	F	H	204300,00	11	72616,00
00188492	20,00	2	10	5	20,00	20,00	13,30	6	111	84	F	U	49300,00	37	31404,00
00088213	20,00	1	4	2	15,00	15,00	16,25	26	65	76	M	H	315700,00	19	87665,00
00162343	20,00	6	11	5	12,00	11,67	10,64	16	56	50	M	H	528300,00	34	82090,00
00169678	20,00	3	5	3	16,00	13,33	13,00	18	40	73	F	H	185600,00	29	57164,00
00172167	20,00	4	4	3	15,00	13,00	13,00	20	35	58	F	U	68000,00	32	0,00
00033356	20,00	1	11	4	3,00	20,00	14,09	9	104	83	F	H	62500,00	33	50554,00
00176654	20,00	4	12	8	20,00	17,00	11,83	24	124	75	M	U	85600,00	47	36418,00
00047709	20,00	7	18	14	15,00	13,00	11,44	17	104	77	U	H	36700,00	23	32760,00
00132766	20,00	3	3	1	20,00	14,00	14,00	15	31	57	F	H	52200,00	39	40941,00
00170714	20,00	3	13	7	20,00	16,67	12,62	20	93	56	U	U	145200,00	18	0,00
00093086	20,00	1	1	1	20,00	20,00	20,00	20	20	34	F	U	108800,00	11	0,00
00058786	20,00	2	18	11	10,00	10,00	6,06	25	127	70	F	U	42300,00	29	41861,00
00111459	20,00	7	13	6	16,00	16,29	13,54	22	62	39	F	H	105400,00	49	62000,00
00176863	20,00	2	2	1	20,00	16,50	16,50	19	33	36	M	U	44200,00	59	0,00
00004243	20,00	2	10	2	15,00	12,50	9,70	19	109	51	F	H	86700,00	24	31228,00
00166651	20,00	2	4	4	20,00	20,00	15,00	16	51	47	F	H	133300,00	28	48021,00
00069116	20,00	3	9	4	20,00	19,33	15,22	16	53	52	F	U	115100,00	31	0,00
00162598	20,00	3	20	8	15,00	16,67	13,00	6	128	77	F	H	276600,00	13	71862,00
00166416	20,00	1	1	0	20,00	20,00	20,00	16	16	44	M	H	139400,00	30	56619,00
00165820	20,00	3	3	2	20,00	20,00	20,00	16	24	75	F	H	285400,00	38	101339,00
00133743	20,00	3	4	2	20,00	10,00	8,25	18	42	53	M	U	49100,00	37	36593,00
00075840	20,00	2	8	5	20,00	17,00	12,75	20	122	82	M	H	68600,00	32	56361,00
00165368	20,00	3	3	1	50,00	33,33	33,33	18	27	65	M	H	389900,00	41	134096,00
00009053	20,00	2	45	14	20,00	18,50	13,07	20	133	80	F	U	308100,00	39	0,00
00054897	20,00	6	11	8	15,00	17,67	15,09	17	69	42	U	U	127100,00	28	0,00
00170473	20,00	2	3	1	20,00	18,00	15,33	19	41	46	M	U	119400,00	41	0,00
00014547	20,00	3	5	2	20,00	16,67	16,00	16	52	42	F	H	188400,00	32	70144,00
00100324	20,00	1	1	1	20,00	20,00	20,00	23	23	48	F	H	178300,00	26	77857,00
00186307	20,00	4	14	5	25,00	17,00	16,14	4	57	72	M	H	122900,00	33	43100,00
00146695	20,00	1	1	1	20,00	20,00	20,00	16	16	42	F	H	390900,00	40	71746,00
00134901	20,00	2	3	1	20,00	20,00	15,00	17	40	71	M	U	71900,00	32	37386,00
00170912	20,00	2	2	1	20,00	15,00	15,00	18	36	53	M	H	189600,00	32	82635,00
00159507	20,00	1	1	1	20,00	20,00	20,00	16	16	74	F	H	92800,00	41	40987,00
00092021	20,00	1	1	0	20,00	20,00	20,00	20	20	65	M	H	96000,00	33	43191,00
00076051	20,00	1	5	2	20,00	20,00	14,40	19	52	55	M	U	39700,00	51	0,00
00096763	20,00	4	16	13	20,00	16,25	10,75	19	105	79	F	H	42700,00	41	48940,00
00156414	20,00	1	4	3	20,00	20,00	12,50	24	53	81	F	H	218400,00	15	65398,00
00091779	20,00	1	1	1	20,00	20,00	20,00	17	17	37	F	H	106300,00	49	61655,00
00099736	20,00	1	21	11	17,00	17,00	5,57	26	94	46	F	U	49600,00	38	45583,00
00152528	20,00	1	1	1	15,00	15,00	15,00	17	17	55	F	H	160600,00	42	0,00
00161230	20,00	3	17	12	20,00	15,67	15,76	17	126	45	F	U	74600,00	32	36027,00
00068589	20,00	3	7	5	18,00	16,33	13,57	16	65	68	M	H	166200,00	42	123516,00
00145885	20,00	1	1	1	20,00	20,00	20,00	15	15	59	F	H	313000,00	22	56395,00
00013288	20,00	6	10	6	20,00	17,00	15,30	8	41	48	F	H	89600,00	48	57365,00
00145905	20,00	4	4	3	20,00	25,00	25,00	21	33	86	M	H	232800,00	26	56395,00
00064165	20,00	3	5	3	15,00	10,00	7,80	23	40	33	F	H	59400,00	25	50303,00
00055552	20,00	2	10	7	17,00	16,00	8,40	15	126	65	M	U	36300,00	22	26495,00
00076851	20,00	3	4	3	15,00	20,00	16,25	21	42	82	M	H	46600,00	30	47981,00
00024040	20,00	3	13	7	16,00	12,00	8,77	23	128	62	M	H	78100,00	46	41794,00
00097210	20,00	3	9	5	27,00	27,00	26,44	24	67	37	F	H	51800,00	22	47500,00
00089358	20,00	2	3	2	20,00	15,00	11,67	18	43	59	M	H	73200,00	22	74919,00
00159319	20,00	1	6	5	16,00	16,00	10,67	21	109	52	M	H	582800,00	27	120743,00
00035328	20,00	3	14	10	18,00	16,67	11,64	18	130	39	M	H	145400,00	31	68639,00
00182754	20,00	1	3	2	15,00	15,00	10,00	18	44	63	M	H	54000,00	39	42556,00
00004522	20,00	3	11	4	10,00	23,33	16,09	5	78	83	M	U	235600,00	27	0,00
00036165	20,00	2	3	2	10,00	22,50	18,33	16	24	72	M	U	156900,00	56	68845,00
00175112	20,00	1	1	1	20,00	20,00	20,00	17	17	40	F	H	301800,00	31	74492,00
00057162	20,00	2	4	2	15,00	13,00	11,50	18	41	42	F	U	46300,00	33	45560,00
00157660	20,00	2	4	2	20,00	20,00	16,50	25	76	65	F	H	581100,00	43	92510,00
00171612	20,00	3	8	4	10,00	11,00	8,38	16	54	59	F	H	153700,00	25	71424,00
00157284	20,00	1	2	1	20,00	20,00	15,00	18	37	82	F	H	550000,00	31	88905,00
00188721	20,00	1	11	3	20,00	20,00	12,45	5	113	73	F	U	115900,00	27	76293,00
00087771	20,00	2	6	1	20,00	16,50	13,33	19	57	33	F	H	166700,00	30	83754,00
00087775	20,00	2	4	3	20,00	18,00	14,50	24	65	48	F	H	155400,00	31	83754,00
00156449	20,00	4	4	3	10,00	8,25	8,25	21	33	61	F	U	326100,00	32	47580,00
00118831	20,00	1	1	1	20,00	20,00	20,00	21	21	35	F	H	85000,00	16	70769,00
00087395	20,00	5	10	6	21,00	19,40	15,10	18	91	80	F	U	84200,00	30	48958,00
00161023	20,00	1	7	4	20,00	20,00	14,86	24	120	69	M	H	88300,00	38	0,00
00156266	20,00	1	7	1	18,00	18,00	13,57	18	81	60	F	H	392100,00	40	70092,00
00161129	20,00	2	21	14	14,00	12,00	11,95	18	126	75	F	H	109100,00	41	49384,00
00137998	20,00	3	11	5	20,00	20,00	17,09	23	113	50	F	H	54700,00	33	29149,00
00145310	20,00	1	9	5	20,00	20,00	18,33	25	76	48	F	U	310000,00	20	0,00
00005366	20,00	5	8	4	20,00	8,20	13,88	18	108	48	F	H	152200,00	48	48028,00
00089174	20,00	2	4	2	27,00	27,00	22,25	24	81	17	M	H	532400,00	39	122794,00
00144974	20,00	2	2	2	15,00	10,00	10,00	24	33	48	M	H	340400,00	23	75923,00
00155388	20,00	2	2	0	15,00	12,50	12,50	15	20	65	F	H	88300,00	39	32593,00
00077695	20,00	2	3	2	15,00	17,50	15,00	16	41	39	M	H	104000,00	29	67825,00
00138311	20,00	4	13	4	12,00	11,75	9,77	18	68	83	F	H	170800,00	34	85679,00
00099813	20,00	4	4	0	17,00	11,00	11,00	15	32	50	M	H	46000,00	44	55918,00
00174833	20,00	3	10	8	20,00	20,00	13,20	25	113	77	F	H	95300,00	38	69310,00
00001685	20,00	4	4	3	26,00	14,00	14,00	22	33	67	U	U	113000,00	36	0,00
00160424	20,00	1	4	2	17,00	17,00	14,25	18	87	65	M	H	158200,00	23	47649,00
00154544	20,00	3	30	16	17,00	16,00	7,94	17	130	44	F	U	65300,00	45	0,00
00157204	20,00	1	7	3	16,00	16,00	13,14	18	89	55	F	H	240000,00	28	46867,00
00183722	20,00	2	20	11	19,00	18,00	12,20	17	120	49	F	U	68400,00	41	0,00
00153689	20,00	3	4	3	20,00	11,67	9,50	17	40	67	F	H	243000,00	36	60058,00
00099246	20,00	3	15	8	20,00	15,00	10,27	21	112	75	F	U	18200,00	30	31172,00
00081241	20,00	2	8	5	20,00	17,00	10,50	19	57	52	M	H	41900,00	38	42786,00
00139500	20,00	1	15	10	12,00	12,00	8,27	26	129	81	F	H	80500,00	32	49243,00
00146392	20,00	1	1	0	20,00	20,00	20,00	20	20	39	F	H	201600,00	41	64942,00
00139628	20,00	4	25	15	25,00	21,25	17,16	19	123	59	M	H	69100,00	40	48511,00
00049455	20,00	2	10	6	20,00	15,00	6,90	18	105	75	F	U	235700,00	52	49425,00
00179423	20,00	1	1	1	20,00	20,00	20,00	17	17	82	F	H	165400,00	21	66949,00
00066220	20,00	2	4	3	20,00	20,00	21,25	17	81	53	M	H	81600,00	40	67860,00
00159623	20,00	1	5	3	16,00	16,00	9,80	21	72	49	F	U	39700,00	28	50097,00
00108371	20,00	4	6	3	25,00	23,75	24,17	18	33	83	F	U	71700,00	22	23826,00
00057647	20,00	3	9	7	30,00	26,67	17,22	23	92	24	M	H	72400,00	33	63009,00
00171609	20,00	2	4	3	15,00	15,00	13,00	16	44	55	F	H	153700,00	25	71424,00
00144691	20,00	1	5	2	20,00	20,00	20,00	20	76	50	M	H	580600,00	31	121601,00
00045390	20,00	2	11	3	15,00	15,50	12,27	26	85	7	F	U	98900,00	32	0,00
00180175	20,00	3	14	7	15,00	16,67	14,07	24	115	70	F	U	93800,00	26	0,00
00085204	20,00	2	12	9	18,00	18,00	11,92	25	93	75	M	H	35900,00	30	51125,00
00180428	20,00	2	5	3	20,00	18,50	18,00	18	105	49	M	H	139000,00	37	60963,00
00067900	20,00	2	2	0	20,00	17,50	17,50	26	32	49	M	H	29400,00	14	45610,00
00034909	20,00	4	17	14	10,00	12,50	9,76	20	127	62	M	H	65400,00	31	42475,00
00140481	20,00	2	8	4	20,00	15,00	8,75	24	75	45	F	H	63600,00	30	32823,00
00043799	20,00	2	6	2	20,00	16,00	13,17	17	76	39	F	H	104400,00	35	42230,00
00048691	20,00	2	8	4	20,00	12,50	10,00	16	81	70	F	H	73300,00	38	34142,00
00143069	20,00	3	5	3	25,00	15,33	15,20	18	41	71	M	H	343100,00	14	79042,00
00105371	20,00	3	17	11	20,00	16,67	17,18	20	105	65	U	U	20800,00	32	0,00
00150177	20,00	3	4	1	16,00	12,67	10,75	17	44	77	M	H	204400,00	23	53750,00
00021802	20,00	1	14	9	20,00	20,00	8,50	23	127	62	F	U	58600,00	38	38069,00
00040637	20,00	6	20	11	24,00	19,00	12,50	22	124	65	F	H	84200,00	0	0,00
00003009	20,00	4	16	8	15,00	11,50	9,88	16	77	49	F	H	118400,00	43	49566,00
00149498	20,00	2	6	4	20,00	25,00	21,67	26	64	59	U	H	574200,00	37	118256,00
00149121	20,00	3	3	1	16,00	12,00	12,00	20	33	49	M	H	323700,00	31	95596,00
00149089	20,00	2	2	2	20,00	21,50	21,50	22	29	71	F	H	568700,00	28	103584,00
00083094	20,00	2	5	2	18,00	17,00	13,60	18	77	85	F	U	69900,00	33	62450,00
00065481	20,00	3	4	3	20,00	18,33	15,00	15	39	53	M	H	66300,00	35	65871,00
00164697	20,00	2	10	6	15,00	12,50	5,60	19	125	80	F	U	223500,00	29	70881,00
00047525	20,00	3	3	0	18,00	14,00	14,00	15	32	61	M	H	34900,00	23	27410,00
00185803	20,00	3	14	6	20,00	20,00	15,00	9	125	59	M	H	88700,00	0	70928,00
00181998	20,00	2	11	4	15,00	11,50	6,27	24	105	35	U	U	122200,00	37	0,00
00012003	20,00	3	16	5	30,00	16,67	12,31	8	75	68	F	U	362600,00	20	66971,00
00105331	20,00	2	2	0	20,00	12,50	12,50	18	30	49	M	H	23700,00	56	40250,00
00031959	20,00	0	1	0	25,00	0,00	25,00	19	19	63	M	H	154800,00	44	92425,00
00034120	20,00	4	15	6	20,00	20,00	17,87	22	97	77	F	H	71700,00	36	45466,00
00179376	20,00	1	10	7	15,00	15,00	9,10	18	124	39	F	H	153300,00	0	67774,00
00065746	20,00	1	6	6	15,00	15,00	10,00	23	104	32	M	U	78000,00	47	59924,00
00145786	20,00	2	10	5	15,00	15,00	7,30	24	113	78	M	U	212600,00	31	60733,00
00090482	20,00	1	8	4	16,00	16,00	11,13	20	75	47	M	H	150900,00	21	72339,00
00142487	20,00	2	2	0	20,00	15,00	15,00	25	32	77	F	H	543800,00	17	27951,00
00045870	20,00	3	6	3	15,00	11,67	9,33	21	80	67	M	H	51800,00	39	34699,00
00145275	20,00	3	10	6	18,00	16,67	12,20	25	68	66	F	U	383300,00	13	0,00
00080310	20,00	1	2	0	15,00	13,00	14,00	19	20	53	M	H	64000,00	33	49923,00
00144906	20,00	1	1	1	20,00	20,00	20,00	25	25	72	U	H	378100,00	21	86116,00
00033284	20,00	5	10	5	50,00	25,00	22,50	19	41	67	M	H	69600,00	41	48490,00
00142765	20,00	4	11	5	20,00	17,00	13,18	17	76	31	M	U	257800,00	13	32768,00
00046178	20,00	7	7	5	10,00	12,29	12,29	18	29	49	F	H	109600,00	40	48866,00
00190634	20,00	4	21	17	10,00	10,00	8,00	17	128	80	U	U	83400,00	46	0,00
00000661	20,00	7	17	12	25,00	20,14	19,47	10	73	32	M	H	180100,00	37	40805,00
00188812	20,00	2	3	1	20,00	16,00	17,33	5	30	78	M	U	107600,00	36	76915,00
00080505	20,00	3	9	6	15,00	15,00	12,11	24	123	61	F	H	67300,00	22	62442,00
00102665	20,00	4	4	3	10,00	8,75	8,75	16	28	57	M	H	42400,00	47	41487,00
00142579	20,00	2	7	6	15,00	15,00	10,71	23	65	77	F	H	314900,00	44	39013,00
00142466	20,00	9	16	6	24,00	19,78	17,88	12	76	59	F	U	95100,00	12	22928,00
00103876	20,00	2	3	2	20,00	13,50	10,67	21	40	67	F	H	61300,00	53	42043,00
00037090	20,00	2	10	4	16,00	16,00	13,70	25	65	67	M	H	136300,00	14	91874,00
00102741	20,00	2	7	4	20,00	20,00	14,43	23	105	75	F	U	23800,00	35	35884,00
00005510	20,00	8	37	14	15,00	11,13	10,54	11	128	85	F	U	70500,00	0	0,00
00175535	20,00	4	5	3	13,00	12,00	10,60	16	40	36	M	U	90400,00	27	55137,00
00175579	20,00	1	3	1	15,00	25,00	16,67	18	44	49	F	U	37700,00	39	0,00
00154114	20,00	3	12	8	20,00	17,33	12,67	18	129	60	F	U	77500,00	26	0,00
00045431	20,00	2	3	1	20,00	17,50	15,00	17	44	71	F	H	49200,00	49	33933,00
00140652	20,00	1	1	1	20,00	20,00	20,00	16	16	66	F	U	57400,00	32	0,00
00140632	20,00	2	5	2	16,00	13,00	14,20	15	81	68	F	U	56000,00	59	0,00
00114942	20,00	2	2	2	20,00	12,50	12,50	16	28	75	F	H	32500,00	22	38578,00
00140135	20,00	2	11	9	20,00	18,00	14,82	18	110	58	F	H	50600,00	25	31063,00
00191528	20,00	2	4	1	16,00	13,00	8,50	18	52	56	F	U	81400,00	28	54137,00
00110425	20,00	1	3	1	20,00	20,00	13,33	25	39	45	F	H	30500,00	21	23239,00
00140049	20,00	4	7	4	10,00	13,50	9,86	15	41	52	F	U	62900,00	32	25833,00
00022779	20,00	4	15	12	20,00	20,00	12,53	20	127	40	M	H	53500,00	28	33862,00
00003252	20,00	1	10	5	10,00	16,00	10,80	10	79	82	F	H	87800,00	41	50160,00
00134115	20,00	5	11	8	15,00	14,20	11,45	15	65	40	M	U	0,00	7	0,00
00022696	20,00	3	4	3	10,00	8,67	11,50	17	24	35	F	U	63000,00	27	45833,00
00139074	20,00	3	10	7	10,00	15,00	12,20	20	92	76	M	H	68400,00	34	0,00
00139062	20,00	3	13	5	16,00	15,67	10,31	24	92	62	F	H	59200,00	0	31414,00
00184644	20,00	1	1	1	25,00	25,00	25,00	20	20	71	M	U	159400,00	20	0,00
00120022	20,00	3	3	1	10,00	10,00	10,00	22	32	43	F	H	82500,00	55	43918,00
00138814	20,00	6	10	7	6,00	12,33	9,70	18	45	43	F	H	94000,00	40	49306,00
00070944	20,00	1	1	0	20,00	20,00	20,00	19	19	22	F	U	35700,00	29	46487,00
00176107	20,00	3	15	11	21,00	16,33	11,53	15	128	68	F	H	92600,00	36	43004,00
00145214	20,00	2	4	2	20,00	16,00	13,00	16	75	51	F	U	177800,00	33	0,00
00162392	20,00	2	7	5	20,00	20,00	11,86	24	81	74	M	H	383900,00	23	83937,00
00169722	20,00	0	1	0	25,00	0,00	25,00	23	23	50	F	U	142800,00	17	0,00
00001101	20,00	8	24	13	15,00	14,88	11,58	9	92	55	F	H	48300,00	33	35567,00
00029875	20,00	1	1	1	20,00	20,00	20,00	24	24	38	M	U	148300,00	28	61802,00
00137626	20,00	1	1	1	20,00	20,00	20,00	21	21	49	M	H	67500,00	23	47778,00
00006443	20,00	1	13	3	25,00	25,00	14,69	21	93	72	M	H	59500,00	46	37481,00
00044243	20,00	2	6	3	14,00	16,00	12,67	18	68	81	F	U	160300,00	49	50864,00
00092241	20,00	2	21	13	15,00	15,00	7,62	26	130	63	M	H	125000,00	28	81739,00
00081945	20,00	2	3	1	15,00	15,00	15,00	18	28	33	M	H	84000,00	34	58169,00
00109961	20,00	3	3	1	20,00	10,00	10,00	18	29	48	F	U	30400,00	24	0,00
00003553	20,00	6	14	7	25,00	21,17	16,29	4	65	81	M	H	73200,00	40	52406,00
00152990	20,00	4	10	6	15,00	12,50	10,00	22	93	36	F	U	177500,00	30	0,00
00069465	20,00	1	3	2	15,00	15,00	10,00	21	40	51	M	H	157200,00	23	85873,00
00034475	20,00	3	5	4	27,00	24,00	20,40	21	88	67	M	H	69600,00	47	43551,00
00044009	20,00	1	8	3	20,00	20,00	9,38	18	81	86	F	H	108600,00	28	51648,00
00090532	20,00	1	10	2	12,00	12,00	11,20	18	88	28	M	H	72700,00	24	81869,00
00146462	20,00	4	17	13	20,00	17,75	9,76	16	127	83	M	H	221300,00	37	67986,00
00146341	20,00	2	10	7	15,00	17,50	9,90	26	111	80	M	H	239700,00	24	42822,00
00058728	20,00	1	5	4	20,00	20,00	10,40	20	98	49	M	U	18400,00	19	31950,00
00036776	20,00	5	6	4	11,00	10,20	9,50	16	33	71	M	H	65300,00	22	46301,00
00135284	20,00	1	2	2	20,00	20,00	20,00	23	41	43	F	U	117200,00	34	45942,00
00051731	20,00	4	12	7	16,00	18,00	10,75	27	88	46	M	H	64000,00	38	38699,00
00135248	20,00	2	11	4	20,00	20,00	11,82	26	113	80	M	U	59600,00	38	0,00
00135098	20,00	1	12	7	15,00	15,00	7,58	26	126	66	F	H	69900,00	40	37068,00
00021757	20,00	3	7	3	20,00	18,00	14,57	18	76	63	F	H	52900,00	27	36151,00
00006198	20,00	4	23	17	20,00	20,00	13,65	4	105	86	F	U	194100,00	17	0,00
00022425	20,00	1	11	6	10,00	10,00	13,82	18	113	59	F	U	45400,00	34	38566,00
00012819	20,00	2	9	7	15,00	20,50	13,44	10	105	86	F	U	128400,00	31	0,00
00056833	20,00	2	7	4	20,00	20,00	12,71	20	57	46	F	H	86700,00	31	75367,00
00043564	20,00	1	1	1	20,00	20,00	20,00	24	24	52	M	H	116500,00	49	43692,00
00006845	20,00	5	60	26	90,00	14,60	16,87	19	128	77	F	H	55100,00	37	45292,00
00148131	20,00	3	4	1	15,00	11,67	10,00	26	42	41	F	H	399200,00	22	97052,00
00029373	20,00	4	18	9	20,00	18,25	14,89	17	93	43	F	H	86000,00	37	62307,00
00132567	20,00	2	3	3	20,00	18,00	15,33	23	38	63	F	H	98500,00	33	61875,00
00043086	20,00	3	3	2	7,00	7,33	7,33	17	24	72	F	U	79500,00	28	0,00
00147838	20,00	3	8	5	20,00	19,33	16,00	17	62	67	F	H	373800,00	28	65906,00
00082737	20,00	6	7	5	12,00	10,33	9,57	17	41	81	M	H	143000,00	43	68536,00
00074701	20,00	1	7	3	20,00	13,00	9,14	17	56	78	U	U	36000,00	41	0,00
00020631	20,00	5	11	6	15,00	9,60	7,36	15	56	42	F	H	61500,00	31	44082,00
00024272	20,00	5	10	6	20,00	16,00	12,40	16	111	74	F	H	66400,00	35	43508,00
00032552	20,00	3	10	4	14,00	14,33	7,50	25	86	59	F	H	122900,00	28	49601,00
00131600	20,00	2	6	1	15,00	12,50	8,83	18	68	85	M	H	83600,00	47	43088,00
